GEO.id,Id
HC03_EST_VC97,"Foreign born; Born in Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_MOE_VC97,"Foreign born; Born in Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_EST_VC97,"Foreign born; Born in South Central Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_MOE_VC97,"Foreign born; Born in South Central Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC05_EST_VC97,"Foreign born; Born in South Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC05_MOE_VC97,"Foreign born; Born in South Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC06_EST_VC97,"Foreign born; Born in Western Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC06_MOE_VC97,"Foreign born; Born in Western Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_EST_VC98,Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC01_MOE_VC98,Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC02_EST_VC98,Foreign born; Born in Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC02_MOE_VC98,Foreign born; Born in Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC03_EST_VC98,Foreign born; Born in Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC03_MOE_VC98,Foreign born; Born in Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC04_EST_VC98,Foreign born; Born in South Central Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC04_MOE_VC98,Foreign born; Born in South Central Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC05_EST_VC98,Foreign born; Born in South Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC05_MOE_VC98,Foreign born; Born in South Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC06_EST_VC98,Foreign born; Born in Western Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC06_MOE_VC98,Foreign born; Born in Western Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC01_EST_VC99,Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC01_MOE_VC99,Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC02_EST_VC99,Foreign born; Born in Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC02_MOE_VC99,Foreign born; Born in Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC03_EST_VC99,Foreign born; Born in Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC03_MOE_VC99,Foreign born; Born in Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC04_EST_VC99,Foreign born; Born in South Central Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC04_MOE_VC99,Foreign born; Born in South Central Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC05_EST_VC99,Foreign born; Born in South Eastern Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC05_MOE_VC99,Foreign born; Born in South Eastern Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC06_EST_VC99,Foreign born; Born in Western Asia; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC06_MOE_VC99,Foreign born; Born in Western Asia; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC01_EST_VC101,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_MOE_VC101,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_EST_VC101,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_MOE_VC101,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_EST_VC101,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_MOE_VC101,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_EST_VC101,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_MOE_VC101,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC05_EST_VC101,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC05_MOE_VC101,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC06_EST_VC101,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC06_MOE_VC101,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_EST_VC102,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC01_MOE_VC102,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC02_EST_VC102,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC02_MOE_VC102,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC03_EST_VC102,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC03_MOE_VC102,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC04_EST_VC102,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC04_MOE_VC102,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC05_EST_VC102,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC05_MOE_VC102,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC06_EST_VC102,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC06_MOE_VC102,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC01_EST_VC103,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC01_MOE_VC103,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC02_EST_VC103,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC02_MOE_VC103,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC03_EST_VC103,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC03_MOE_VC103,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC04_EST_VC103,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC04_MOE_VC103,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC05_EST_VC103,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC05_MOE_VC103,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC06_EST_VC103,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC06_MOE_VC103,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC01_EST_VC104,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC01_MOE_VC104,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC02_EST_VC104,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC02_MOE_VC104,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC03_EST_VC104,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC03_MOE_VC104,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC04_EST_VC104,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC04_MOE_VC104,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC05_EST_VC104,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC05_MOE_VC104,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC06_EST_VC104,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC06_MOE_VC104,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC01_EST_VC105,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC01_MOE_VC105,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC02_EST_VC105,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC02_MOE_VC105,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC03_EST_VC105,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC03_MOE_VC105,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC04_EST_VC105,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC04_MOE_VC105,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC05_EST_VC105,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC05_MOE_VC105,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC06_EST_VC105,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC06_MOE_VC105,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC01_EST_VC106,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC01_MOE_VC106,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC02_EST_VC106,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC02_MOE_VC106,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC03_EST_VC106,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC03_MOE_VC106,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC04_EST_VC106,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC04_MOE_VC106,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC05_EST_VC106,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC05_MOE_VC106,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC06_EST_VC106,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC06_MOE_VC106,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC01_EST_VC107,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC01_MOE_VC107,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC02_EST_VC107,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC02_MOE_VC107,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC03_EST_VC107,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC03_MOE_VC107,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC04_EST_VC107,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC04_MOE_VC107,"Foreign born; Born in South Central Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC05_EST_VC107,"Foreign born; Born in South Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC05_MOE_VC107,"Foreign born; Born in South Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC06_EST_VC107,"Foreign born; Born in Western Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC06_MOE_VC107,"Foreign born; Born in Western Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC01_EST_VC108,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC01_MOE_VC108,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC02_EST_VC108,"Foreign born; Born in Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC02_MOE_VC108,"Foreign born; Born in Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC03_EST_VC108,"Foreign born; Born in Eastern Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC03_MOE_VC108,"Foreign born; Born in Eastern Asia; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC04_EST_VC108,"Foreign born; Born in South Central Asia; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
